3266,0
2365,0
1494,0
2188,0
3612,0
1320,0
1870,0
3508,0
1108,0
1285,0
94,0
3165,0
1352,0
3103,0
924,0
1836,0
2306,0
3180,0
2109,0
867,0
1186,0
2430,0
2282,0
1030,0
308,0
843,0
139,0
1011,0
997,0
1801,0
2341,0
280,0
1508,0
2268,0
696,0
733,0
2671,0
333,0
2218,0
40,0
436,0
1474,0
1962,0
2464,0
2262,0
2535,0
3150,0
2173,0
1345,0
2111,0
3658,0
3651,0
1662,0
2085,0
3360,0
249,0
2874,0
2756,0
3524,0
1417,0
2648,0
511,0
886,0
3214,0
2567,0
187,0
2434,0
552,0
2745,0
2928,0
613,0
2399,0
3120,0
2442,0
1705,0
184,0
2063,0
3435,0
562,0
945,0
1976,0
67,0
2440,0
3543,0
668,0
2608,0
999,0
2927,0
1238,0
2084,0
2969,0
1519,0
2498,0
37,0
1645,0
1077,0
2120,0
1868,0
1208,0
2764,0
895,0
53,0
3456,0
1601,0
2446,0
477,0
413,0
3249,0
493,0
734,0
2287,0
3403,0
2413,0
2825,0
1051,0
1539,0
3675,0
2752,0
448,0
2594,0
1387,0
713,0
783,0
2108,0
727,0
803,0
1388,0
1590,0
680,0
2687,0
2914,0
859,0
3160,0
818,0
1978,0
3491,0
3301,0
1707,0
2515,0
2670,0
3300,0
2154,0
3363,0
440,0
3578,0
2222,0
508,0
1534,0
222,0
1425,0
577,0
1877,0
2310,0
2047,0
1043,0
3554,0
1604,0
1716,0
968,0
603,0
2011,0
974,0
565,0
1955,0
2578,0
3181,0
3201,0
286,0
1356,0
3297,0
3482,0
1018,0
265,0
220,0
3602,0
3515,0
1880,0
963,0
2990,0
1593,0
2167,0
465,0
3113,0
1860,0
2834,0
2124,0
1714,0
3603,0
564,0
654,0
3393,0
251,0
3137,0
2572,0
2930,0
1443,0
2380,0
352,0
1815,0
2870,0
730,0
266,0
2247,0
579,0
3052,0
330,0
2851,0
1492,0
838,0
2966,0
2232,0
487,0
1546,0
739,0
2345,0
1532,0
189,0
1706,0
2426,0
1737,0
593,0
765,0
3143,0
953,0
3534,0
3535,0
2837,0
423,0
2545,0
3399,0
2891,0
1722,0
2119,0
1283,0
2030,0
1866,0
2550,0
3654,0
2296,0
454,0
1798,0
1851,0
1937,0
258,0
2338,0
2274,0
865,0
723,0
1067,0
592,0
3650,0
1574,0
3246,0
1688,0
2107,0
2835,0
1533,0
2332,0
1824,0
1265,0
700,0
447,0
3668,0
3471,0
2473,0
1514,0
3514,0
2493,0
3017,0
1942,0
198,0
2893,0
1934,0
497,0
359,0
3492,0
2899,0
1096,0
1650,0
2909,0
3129,0
1669,0
3295,0
1005,0
2877,0
3667,0
2356,0
711,0
519,0
2774,0
2495,0
3542,0
1090,0
2588,0
498,0
2323,0
2965,0
1505,0
3404,0
1023,0
2669,0
2113,0
298,0
13,0
3454,0
2989,0
107,0
3645,0
868,0
568,0
1881,0
2288,0
2055,0
49,0
461,0
2925,0
109,0
3573,0
1107,0
209,0
2023,0
774,0
309,0
3661,0
2476,0
253,0
2942,0
2377,0
3665,0
1457,0
3018,0
3155,0
2448,0
1039,0
3413,0
388,0
3355,0
1368,0
1106,0
2703,0
1847,0
2640,0
635,0
130,0
3649,0
2265,0
3318,0
1257,0
2398,0
1997,0
3286,0
3097,0
310,0
2304,0
234,0
2313,0
2935,0
2393,0
1983,0
2765,0
328,0
2677,0
3084,0
2043,0
2002,0
2589,0
1334,0
1169,0
