2682,0
1202,1
1328,0
1512,0
2160,0
3061,0
1856,0
3058,0
12,1
3395,0
3387,0
3293,1
2836,0
75,1
3664,0
1513,0
841,0
971,1
950,1
1485,0
2439,0
3034,1
617,1
452,1
2048,0
2610,0
1261,1
2157,0
2489,0
3325,0
453,1
3379,0
1754,0
1070,1
3277,0
3461,0
3401,0
89,1
1648,0
1413,1
1762,0
2892,0
3391,0
1281,1
254,1
1197,1
1708,0
600,1
1111,0
1472,1
750,1
360,1
2449,0
3590,0
284,1
939,1
720,1
837,1
1863,0
398,1
1360,0
1784,0
3544,0
2457,0
2261,0
435,1
3490,0
3631,0
2297,0
164,1
200,1
2505,0
2494,0
2246,0
2821,0
211,1
1471,1
2277,0
962,1
2841,0
751,1
3308,0
1455,1
1891,0
2544,0
3676,0
1566,0
1060,1
870,1
820,1
484,1
2203,0
1886,0
3067,0
716,1
1290,0
1729,0
3545,1
1713,0
1335,1
797,0
2192,0
0,1
2264,0
2091,0
800,1
212,1
56,1
3223,0
2459,0
2045,0
1105,1
1700,0
3652,0
1252,1
199,1
2364,0
207,1
594,1
33,0
860,1
1116,1
1548,1
3056,0
2468,0
2907,0
2339,0
760,1
1563,0
3382,1
282,1
3659,0
3361,0
3299,0
421,1
3171,0
2397,0
3479,1
1035,1
1628,0
2073,0
2607,1
2190,0
2217,0
2411,0
3629,0
1445,1
2977,0
3593,0
3347,0
32,0
311,1
25,1
2978,0
1861,0
1004,1
1520,0
1665,0
2962,0
1489,0
180,1
256,0
778,1
3434,1
2290,0
2530,0
1553,0
2853,0
3516,1
419,1
1654,0
811,1
3476,0
468,1
2814,0
1375,0
2340,0
1748,0
890,1
3104,0
777,1
2801,0
1088,1
3055,0
770,0
796,1
2463,0
1551,0
3278,0
1049,1
2994,0
3591,0
1710,0
3193,0
2451,0
1939,0
1637,1
2140,0
3611,0
3118,0
2809,0
1001,1
3029,1
128,1
1739,0
3159,0
3339,0
3440,1
3021,0
703,1
3230,0
3677,0
3375,0
1633,1
2197,0
2549,0
2104,0
3215,0
481,1
3451,1
755,1
3406,0
1535,0
3146,0
3192,0
855,1
1308,1
2802,0
2199,0
3519,0
1248,0
1314,1
2713,0
1244,0
2294,1
1825,0
3483,0
542,1
975,1
3371,0
2759,0
1837,1
3115,0
1638,0
414,1
1677,0
2719,1
722,1
182,1
2142,0
1640,0
688,1
296,1
3167,0
2695,0
1223,1
1380,1
673,1
776,1
1459,1
208,1
255,1
2604,0
3419,0
3614,0
2179,1
2477,0
1481,0
2971,0
361,1
1525,0
702,1
1826,0
1843,0
1619,0
2164,0
917,1
717,1
2674,0
39,1
321,1
1958,0
2784,0
3520,0
443,1
2998,0
3019,0
1848,0
3592,0
2913,0
1981,0
2400,1
1709,0
2766,1
2641,0
119,1
2252,0
941,1
3175,0
2117,0
1161,1
982,1
2260,0
2202,0
144,0
2768,0
830,0
1733,0
3037,0
3444,0
22,0
2736,0
1727,1
1799,0
2642,0
3014,1
675,1
2038,0
1324,1
2683,0
3576,0
1266,1
1823,0
1227,1
522,1
575,1
513,1
1679,0
3187,0
2676,0
18,0
2534,0
898,1
1217,1
3086,0
871,1
1185,1
1347,1
331,1
181,1
1476,1
1391,0
407,1
3275,0
1577,0
2880,0
3462,0
3475,0
684,1
2059,0
3020,0
177,1
158,1
2253,0
3094,0
1575,1
573,1
1618,0
3164,0
3312,0
1802,1
2706,0
544,1
854,1
1038,1
169,1
3495,0
1715,0
